"","xmid","scal","CL","maxc","DRUG_ID_lib","IC50"
"1",12.4565199603777,2.82575365697899,905934,10,1032,4.69846215807905
"2",12.4565199603777,2.82575365697899,905934,10,1032,4.69846215807905
"3",12.4565199603777,2.82575365697899,905934,10,1032,4.69846215807905
"4",14.8332455365279,2.82575365697899,905934,2,1032,4.73644487771815
"5",8.5977181365736,2.82575365697899,905934,10,1058,2.02374455356964
"6",10.7613865448833,2.82575365697899,905934,4,1058,2.60719447858199
"7",14.4452580735478,2.82575365697899,905934,2,1168,4.46751246166089
"8",15.1868772220085,2.82575365697899,905934,1,1372,4.28841650290575
"9",15.1868772220085,2.82575365697899,905934,1,1372,4.28841650290575
"10",15.1868772220085,2.82575365697899,905934,1,1372,4.28841650290575
"11",11.2606158847515,2.82575365697899,905934,0.25,1559,0.180645165724661
"12",8.95215386636085,2.82575365697899,905934,1,1559,-0.0331644126326732
"13",15.8147252143953,2.82575365697899,905934,10,1736,7.0261926616429
"14",15.8147252143953,2.82575365697899,905934,10,1736,7.0261926616429
"15",10.3975060954322,2.82575365697899,905934,10,1912,3.27126250285819
"16",12.6460145906971,2.82575365697899,905934,10,1924,4.82980982681614
"17",13.1203009714627,2.82575365697899,905934,10,2043,5.15856009442182
"18",15.3571272641322,2.82575365697899,905934,2,2047,5.09957202015393
"19",10.4707451345632,1.86754539474537,905935,10,1032,3.32202793633879
"20",10.4707451345632,1.86754539474537,905935,10,1032,3.32202793633879
"21",10.4707451345632,1.86754539474537,905935,10,1032,3.32202793633879
"22",13.0910387692171,1.86754539474537,905935,2,1032,3.52883916900419
"23",10.0481638398596,1.86754539474537,905935,10,1058,3.02911690335763
"24",10.447193076105,1.86754539474537,905935,4,1058,2.38941216154793
"25",12.4791072011117,1.86754539474537,905935,2,1168,3.10468052787634
"26",12.6091649089152,1.86754539474537,905935,1,1372,2.50168248079046
"27",12.6091649089152,1.86754539474537,905935,1,1372,2.50168248079046
"28",12.6091649089152,1.86754539474537,905935,1,1372,2.50168248079046
"29",9.02960229688106,1.86754539474537,905935,0.25,1559,-1.36577561249869
"30",7.14255507100334,1.86754539474537,905935,1,1559,-1.2874827155794
"31",14.1084546201919,1.86754539474537,905935,10,1736,5.84349600999849
"32",14.1084546201919,1.86754539474537,905935,10,1736,5.84349600999849
"33",11.2403128135108,1.86754539474537,905935,10,1912,3.85545160325138
"34",11.6795082127463,1.86754539474537,905935,10,1924,4.15987865594635
"35",12.8718519154586,1.86754539474537,905935,10,2043,4.98634833173982
"36",12.6375842554799,1.86754539474537,905935,2,2047,3.21452845129508
"37",6.91178323358013,2.30653618101248,907788,10,1032,0.855143528952105
"38",6.91178323358013,2.30653618101248,907788,10,1032,0.855143528952105
"39",6.91178323358013,2.30653618101248,907788,10,1032,0.855143528952105
"40",10.6851227088505,2.30653618101248,907788,2,1032,1.8611852350972
"41",3.85680179514967,2.30653618101248,907788,10,1058,-1.26240824175893
"42",5.77450936668732,2.30653618101248,907788,4,1058,-0.849445377283303
"43",13.8806020165162,2.30653618101248,907788,2,1168,4.07612270774331
"44",13.3166678038932,2.30653618101248,907788,1,1372,2.99208611768243
"45",13.3166678038932,2.30653618101248,907788,1,1372,2.99208611768243
"46",13.3166678038932,2.30653618101248,907788,1,1372,2.99208611768243
"47",7.02401783651853,2.30653618101248,907788,0.25,1559,-2.75594082657382
"48",5.71693783079737,2.30653618101248,907788,1,1559,-2.27564528618582
"49",14.4878222003395,2.30653618101248,907788,10,1736,6.10645357857362
"50",14.4878222003395,2.30653618101248,907788,10,1736,6.10645357857362
"51",1.14891123577728,2.30653618101248,907788,10,1912,-3.1393749482528
"52",2.34172699352085,2.30653618101248,907788,10,1924,-2.31257806884537
"53",10.0117981023866,2.30653618101248,907788,10,2043,3.00391009495922
"54",10.8871410593406,2.30653618101248,907788,2,2047,2.00121368516079
"55",9.67852155343416,2.57592196481569,924100,10,1032,2.77290039470609
"56",9.67852155343416,2.57592196481569,924100,10,1032,2.77290039470609
"57",9.67852155343416,2.57592196481569,924100,10,1032,2.77290039470609
"58",10.2783906793626,2.57592196481569,924100,2,1032,1.57926007561423
"59",7.49508759962623,2.57592196481569,924100,10,1058,1.25945930568527
"60",8.32311922367592,2.57592196481569,924100,4,1058,0.917116359435628
"61",13.6403512936497,2.57592196481569,924100,2,1168,3.90959359656095
"62",11.3459623634984,2.57592196481569,924100,1,1372,1.62609719795866
"63",11.3459623634984,2.57592196481569,924100,1,1372,1.62609719795866
"64",11.3459623634984,2.57592196481569,924100,1,1372,1.62609719795866
"65",6.46625850175513,2.57592196481569,924100,0.25,1559,-3.14255013689605
"66",7.58459608764889,2.57592196481569,924100,1,1559,-0.98108323119969
"67",10.6822565834447,2.57592196481569,924100,10,1736,3.46863650078711
"68",10.6822565834447,2.57592196481569,924100,10,1736,3.46863650078711
"69",7.90636445181169,2.57592196481569,924100,10,1912,1.54453469620719
"70",10.83310606157,2.57592196481569,924100,10,1924,3.57319739123862
"71",14.6791577243851,2.57592196481569,924100,10,2043,6.23907725760682
"72",12.143825806122,2.57592196481569,924100,2,2047,2.87228117424504
"73",4.28200888142533,2.40272017901346,924105,10,1032,-0.967677148752849
"74",4.28200888142533,2.40272017901346,924105,10,1032,-0.967677148752849
"75",4.28200888142533,2.40272017901346,924105,10,1032,-0.967677148752849
"76",3.81033853654365,2.40272017901346,924105,2,1032,-2.90405203089543
"77",5.76017945751733,2.40272017901346,924105,10,1058,0.0569126184519901
"78",5.99553627577977,2.40272017901346,924105,4,1058,-0.696241198417997
"79",8.16542751538186,2.40272017901346,924105,2,1168,0.114665615873975
"80",4.35680600178699,2.40272017901346,924105,1,1372,-3.21841682865421
"81",4.35680600178699,2.40272017901346,924105,1,1372,-3.21841682865421
"82",4.35680600178699,2.40272017901346,924105,1,1372,-3.21841682865421
"83",5.38819990643229,2.40272017901346,924105,0.25,1559,-3.8898034127225
"84",3.16781766867632,2.40272017901346,924105,1,1559,-4.04256073946854
"85",6.88348617823547,2.40272017901346,924105,10,1736,0.835529504821806
"86",6.88348617823547,2.40272017901346,924105,10,1736,0.835529504821806
"87",9.87374251658438,2.40272017901346,924105,10,1912,2.90821725489986
"88",9.73539066039704,2.40272017901346,924105,10,1924,2.81231905585837
"89",13.7959178125883,2.40272017901346,924105,10,2043,5.62686200298683
"90",11.4824422673119,2.40272017901346,924105,2,2047,2.41384503905002
"91",9.98511560625003,2.11185431611028,1299075,10,1032,2.98541519799186
"92",9.98511560625003,2.11185431611028,1299075,10,1032,2.98541519799186
"93",9.98511560625003,2.11185431611028,1299075,10,1032,2.98541519799186
